Global CO2 (ppm),,,,
Year,126,245,370,585
2344,392.95,610.10,1455.95,2124.57
2345,392.88,609.87,1455.35,2123.75
2346,392.82,609.63,1454.76,2122.92
2347,392.75,609.40,1454.16,2122.10
2348,392.68,609.16,1453.57,2121.29
2349,392.62,608.93,1452.98,2120.48
2350,392.55,608.69,1452.39,2119.67
2351,392.49,608.46,1451.79,2118.86
2352,392.42,608.23,1451.20,2118.05
2353,392.36,608.00,1450.61,2117.24
2354,392.29,607.77,1450.02,2116.43
2355,392.23,607.54,1449.43,2115.63
2356,392.16,607.31,1448.85,2114.82
2357,392.10,607.08,1448.26,2114.02
2358,392.04,606.85,1447.67,2113.21
2359,391.97,606.63,1447.09,2112.41
2360,391.91,606.40,1446.50,2111.60
2361,391.84,606.17,1445.91,2110.81
2362,391.78,605.95,1445.33,2110.01
2363,391.71,605.72,1444.75,2109.22
2364,391.65,605.50,1444.16,2108.42
2365,391.58,605.27,1443.58,2107.62
2366,391.52,605.05,1443.00,2106.83
2367,391.46,604.83,1442.42,2106.03
2368,391.39,604.60,1441.84,2105.24
2369,391.33,604.38,1441.26,2104.45
2370,391.27,604.16,1440.68,2103.66
2371,391.20,603.94,1440.10,2102.88
2372,391.14,603.72,1439.52,2102.09
2373,391.08,603.50,1438.94,2101.30
2374,391.02,603.28,1438.37,2100.53
2375,390.95,603.06,1437.79,2099.74
2376,390.89,602.85,1437.21,2098.95
2377,390.83,602.63,1436.64,2098.17
2378,390.77,602.41,1436.06,2097.39
2379,390.71,602.20,1435.49,2096.61
2380,390.64,601.98,1434.92,2095.83
2381,390.58,601.76,1434.35,2095.04
2382,390.52,601.55,1433.77,2094.26
2383,390.46,601.33,1433.20,2093.49
2384,390.40,601.12,1432.63,2092.73
2385,390.34,600.91,1432.06,2091.95
2386,390.28,600.69,1431.49,2091.17
2387,390.22,600.48,1430.92,2090.39
2388,390.16,600.27,1430.36,2089.62
2389,390.10,600.06,1429.79,2088.87
2390,390.04,599.85,1429.22,2088.09
2391,389.98,599.64,1428.66,2087.30
2392,389.92,599.43,1428.09,2086.55
2393,389.86,599.22,1427.53,2085.80
2394,389.80,599.01,1426.96,2085.03
2395,389.74,598.80,1426.40,2084.25
2396,389.68,598.59,1425.84,2083.48
2397,389.63,598.38,1425.28,2082.73
2398,389.57,598.17,1424.71,2081.97
2399,389.51,597.97,1424.15,2081.23
2400,389.45,597.76,1423.59,2080.48
2401,389.39,597.55,1423.03,2079.70
2402,389.33,597.35,1422.48,2078.95
2403,389.28,597.14,1421.92,2078.22
2404,389.22,596.94,1421.36,2077.46
2405,389.16,596.73,1420.80,2076.69
2406,389.10,596.53,1420.25,2075.94
2407,389.05,596.32,1419.69,2075.19
2408,388.99,596.12,1419.14,2074.44
2409,388.93,595.92,1418.58,2073.69
2410,388.88,595.72,1418.03,2072.95
2411,388.82,595.51,1417.48,2072.20
2412,388.76,595.31,1416.92,2071.44
2413,388.70,595.11,1416.37,2070.71
2414,388.65,594.91,1415.82,2069.97
2415,388.59,594.71,1415.27,2069.22
2416,388.54,594.51,1414.72,2068.48
2417,388.48,594.30,1414.17,2067.74
2418,388.42,594.10,1413.63,2067.00
